VehicleCount,Density,Stopped,WrongParked,EstSpeed,Lanes,RoadWidth,HasMedian,IsDivided,CarRatio,BikeRatio,BusRatio,TruckRatio,VehicleMix,Pedestrians,NMVCount,Signals,PeakHour,TimeOfDayCode,WeatherImpact,WeatherCode,CityTypeCode,RoadTypeCode,RoadTypeName,LaneDisciplineCode,PolicySens_OneWay,PolicySens_NoParking,PolicySens_PeakRestr,CongestionScore
21.2,6.84,16.0,5.4,5.3,3,10.5,0.0,0.0,0.42,0.309,0.077,0.195,0.58,11.3,6.3,1,1.0,3,0.0,0,2,5,market_street,0.103,0.529,0.937,0.458,100.0
4.7,2.28,0.9,0.9,12.4,2,7.0,0.0,0.0,0.422,0.335,0.122,0.121,0.578,18.0,1.5,1,0.0,0,0.0,0,2,5,market_street,0.058,0.619,0.872,0.517,49.86
15.0,14.75,17.8,7.8,4.3,1,3.5,0.0,0.0,0.36,0.359,0.126,0.155,0.64,32.2,5.3,2,1.0,3,1.0,2,2,5,market_street,0.148,0.614,0.952,0.467,100.0
8.7,2.91,1.9,1.6,8.3,3,10.5,0.0,0.0,0.412,0.331,0.108,0.149,0.588,28.1,2.9,2,0.2,1,0.5,1,0,5,market_street,0.212,0.755,0.993,0.473,72.67
45.9,21.81,23.6,14.2,10.6,2,7.0,0.0,0.0,0.396,0.367,0.066,0.171,0.604,34.9,16.0,0,1.0,2,0.0,0,1,5,market_street,0.048,0.591,0.899,0.53,100.0
17.9,5.75,2.8,4.1,19.6,3,10.5,0.0,0.0,0.387,0.356,0.084,0.174,0.613,22.0,6.1,1,0.2,1,0.0,0,4,5,market_street,0.187,0.557,0.889,0.54,65.07
25.8,8.34,17.7,3.7,5.8,3,10.5,0.0,0.0,0.464,0.325,0.062,0.148,0.536,52.3,8.1,1,1.0,2,0.5,1,0,5,market_street,0.173,0.621,1.0,0.451,100.0
10.9,5.19,7.5,4.9,3.0,2,7.0,0.0,0.0,0.414,0.316,0.052,0.218,0.586,27.4,3.3,2,1.0,2,1.0,2,3,5,market_street,0.046,0.601,0.995,0.448,100.0
11.8,11.89,2.7,2.8,14.8,1,3.5,0.0,0.0,0.388,0.321,0.063,0.228,0.612,21.4,3.8,0,0.2,1,0.0,0,3,5,market_street,0.211,0.661,0.91,0.49,72.79
30.3,17.05,11.8,5.9,9.0,2,7.0,0.0,0.0,0.285,0.379,0.135,0.201,0.715,34.5,12.9,0,1.0,3,0.0,0,3,5,market_street,0.233,0.601,0.988,0.465,100.0
14.0,4.7,4.3,2.6,9.3,3,10.5,0.0,0.0,0.375,0.381,0.066,0.178,0.625,16.1,5.4,0,0.2,1,0.0,0,4,5,market_street,0.073,0.592,0.968,0.522,63.49
10.1,4.82,2.3,1.7,6.5,2,7.0,0.0,0.0,0.379,0.3,0.114,0.207,0.621,16.0,2.9,1,1.0,2,0.0,0,2,5,market_street,0.176,0.623,0.907,0.533,63.73
26.4,9.15,15.5,6.8,10.3,3,10.5,0.0,0.0,0.354,0.364,0.154,0.128,0.646,14.5,10.0,0,1.0,2,0.5,1,3,5,market_street,0.125,0.643,0.991,0.486,100.0
13.5,6.78,2.3,3.7,6.7,2,7.0,0.0,0.0,0.288,0.38,0.127,0.205,0.712,19.4,5.1,2,0.2,1,0.0,0,2,5,market_street,0.028,0.692,0.962,0.519,75.2
22.4,11.46,13.9,3.9,8.8,2,7.0,0.0,0.0,0.357,0.332,0.072,0.239,0.643,27.0,7.6,2,1.0,2,0.0,0,2,5,market_street,0.0,0.616,0.933,0.437,100.0
23.0,23.32,6.9,3.8,6.3,1,3.5,0.0,0.0,0.392,0.315,0.142,0.151,0.608,29.4,7.4,1,1.0,3,0.0,0,1,5,market_street,0.171,0.655,0.946,0.558,100.0
19.4,18.39,5.9,6.2,4.1,1,3.5,0.0,0.0,0.32,0.358,0.109,0.214,0.68,22.2,6.6,0,1.0,3,0.0,0,2,5,market_street,0.21,0.512,0.869,0.567,100.0
40.2,14.49,37.9,5.7,7.9,3,10.5,0.0,0.0,0.306,0.363,0.112,0.22,0.694,26.2,15.8,0,1.0,3,0.5,1,4,5,market_street,0.096,0.494,0.918,0.504,100.0
24.5,23.96,14.2,8.7,5.4,1,3.5,0.0,0.0,0.452,0.307,0.052,0.188,0.548,14.6,7.4,1,1.0,3,0.5,1,2,5,market_street,0.01,0.608,0.994,0.58,100.0
20.0,20.88,7.3,5.1,4.1,1,3.5,0.0,0.0,0.402,0.324,0.102,0.172,0.598,34.6,6.8,2,0.2,1,1.0,2,0,5,market_street,0.252,0.584,0.963,0.409,100.0
16.2,5.56,12.2,2.4,6.3,3,10.5,0.0,0.0,0.35,0.413,0.126,0.111,0.65,30.8,6.9,2,1.0,3,0.0,0,1,5,market_street,0.193,0.63,0.991,0.426,97.61
11.0,11.39,2.7,3.6,4.9,1,3.5,0.0,0.0,0.402,0.354,0.097,0.147,0.598,35.9,4.0,2,1.0,2,0.0,0,3,5,market_street,0.162,0.646,0.893,0.557,92.09
36.8,18.51,12.5,12.2,9.5,2,7.0,0.0,0.0,0.403,0.26,0.132,0.204,0.597,28.0,9.6,1,1.0,3,0.0,0,0,5,market_street,0.072,0.504,1.0,0.596,100.0
11.8,11.79,8.6,4.1,3.1,1,3.5,0.0,0.0,0.372,0.288,0.092,0.248,0.628,34.6,3.4,1,1.0,2,1.0,2,2,5,market_street,0.127,0.666,0.966,0.524,100.0
45.3,22.66,15.9,12.3,10.5,2,7.0,0.0,0.0,0.379,0.294,0.113,0.214,0.621,17.6,13.3,2,1.0,2,0.0,0,1,5,market_street,0.041,0.651,0.903,0.473,100.0
15.5,15.01,3.8,4.7,6.5,1,3.5,0.0,0.0,0.305,0.449,0.066,0.18,0.695,15.1,6.7,1,0.2,1,0.5,1,2,5,market_street,0.07,0.634,0.873,0.495,100.0
10.4,10.6,2.5,1.6,10.2,1,3.5,0.0,0.0,0.324,0.342,0.115,0.22,0.676,17.8,3.6,0,0.2,1,0.0,0,4,5,market_street,0.171,0.691,0.964,0.5,67.73
4.7,1.56,0.7,0.6,21.7,3,10.5,0.0,0.0,0.332,0.335,0.094,0.239,0.668,17.9,1.6,1,0.2,1,0.0,0,3,5,market_street,0.0,0.644,0.981,0.597,41.0
5.1,1.69,1.3,1.2,25.0,3,10.5,0.0,0.0,0.343,0.299,0.102,0.256,0.657,20.2,1.5,2,0.0,0,0.0,0,4,5,market_street,0.176,0.626,0.933,0.509,43.36
30.0,10.05,7.3,7.5,13.7,3,10.5,0.0,0.0,0.384,0.34,0.082,0.194,0.616,26.1,10.3,2,1.0,2,0.0,0,2,5,market_street,0.102,0.579,0.873,0.515,100.0
1.0,0.52,0.2,0.3,13.5,2,7.0,0.0,0.0,0.361,0.346,0.081,0.212,0.639,12.6,0.4,0,0.0,0,0.5,1,2,5,market_street,0.0,0.636,0.923,0.489,49.85
12.1,11.65,3.4,1.7,8.6,1,3.5,0.0,0.0,0.342,0.397,0.121,0.139,0.658,53.5,4.6,1,0.2,1,0.0,0,0,5,market_street,0.22,0.651,1.0,0.546,89.72
15.3,15.3,3.8,5.2,13.9,1,3.5,0.0,0.0,0.253,0.387,0.143,0.217,0.747,16.9,5.9,0,0.2,1,0.0,0,1,5,market_street,0.201,0.616,1.0,0.394,86.59
29.8,14.63,9.7,9.4,13.0,2,7.0,0.0,0.0,0.37,0.282,0.08,0.268,0.63,63.2,8.3,1,1.0,2,0.0,0,0,5,market_street,0.124,0.708,0.911,0.481,100.0
46.3,23.17,11.8,6.9,4.0,2,7.0,0.0,0.0,0.377,0.331,0.088,0.204,0.623,23.8,15.3,1,1.0,2,0.0,0,1,5,market_street,0.005,0.595,0.998,0.486,100.0
2.1,0.67,0.3,0.4,13.4,3,10.5,0.0,0.0,0.391,0.316,0.099,0.194,0.609,12.2,0.6,1,0.0,0,0.0,0,2,5,market_street,0.259,0.587,0.984,0.409,35.65
13.7,6.73,5.4,2.7,13.1,2,7.0,0.0,0.0,0.503,0.248,0.058,0.192,0.497,44.3,3.3,1,1.0,2,0.0,0,1,5,market_street,0.154,0.608,0.88,0.498,86.9
11.7,5.94,5.4,2.3,14.4,2,7.0,0.0,0.0,0.369,0.357,0.071,0.203,0.631,36.8,4.2,2,0.2,1,0.5,1,0,5,market_street,0.121,0.588,0.931,0.474,100.0
20.6,19.85,6.1,3.0,10.5,1,3.5,0.0,0.0,0.325,0.324,0.139,0.212,0.675,27.9,6.4,1,1.0,3,0.0,0,2,5,market_street,0.21,0.684,0.941,0.436,100.0
5.3,2.6,3.1,1.5,7.9,2,7.0,0.0,0.0,0.398,0.268,0.154,0.18,0.602,13.0,1.4,2,0.2,1,1.0,2,3,5,market_street,0.137,0.571,0.886,0.41,92.09
53.6,27.85,28.0,15.2,10.1,2,7.0,0.0,0.0,0.387,0.31,0.092,0.211,0.613,32.1,17.3,0,1.0,2,0.0,0,0,5,market_street,0.16,0.576,0.954,0.542,100.0
45.9,46.1,27.3,6.2,7.3,1,3.5,0.0,0.0,0.356,0.348,0.137,0.159,0.644,48.5,16.0,0,1.0,3,0.0,0,0,5,market_street,0.164,0.586,0.923,0.563,100.0
1.7,1.74,0.3,0.4,12.2,1,3.5,0.0,0.0,0.463,0.295,0.074,0.168,0.537,17.2,0.5,0,0.0,0,0.0,0,2,5,market_street,0.046,0.5,0.915,0.48,42.93
16.5,17.23,7.4,5.3,9.0,1,3.5,0.0,0.0,0.395,0.369,0.101,0.135,0.605,34.4,6.4,2,1.0,2,0.0,0,3,5,market_street,0.032,0.556,0.958,0.447,100.0
18.5,17.31,5.9,5.9,3.5,1,3.5,0.0,0.0,0.439,0.221,0.088,0.253,0.561,38.0,3.8,1,1.0,2,0.0,0,4,5,market_street,0.09,0.618,1.0,0.504,100.0
40.5,39.94,10.0,5.1,11.5,1,3.5,0.0,0.0,0.415,0.322,0.148,0.114,0.585,29.3,12.9,0,1.0,2,0.0,0,1,5,market_street,0.0,0.653,0.945,0.487,100.0
8.2,2.71,3.3,3.1,11.6,3,10.5,0.0,0.0,0.432,0.238,0.107,0.224,0.568,24.4,1.9,2,0.2,1,0.5,1,3,5,market_street,0.07,0.665,0.962,0.505,79.61
76.7,37.82,38.5,8.3,7.2,2,7.0,0.0,0.0,0.403,0.281,0.16,0.156,0.597,54.9,21.2,0,1.0,3,0.0,0,0,5,market_street,0.159,0.662,0.963,0.484,100.0
23.2,11.51,12.7,5.1,7.2,2,7.0,0.0,0.0,0.399,0.243,0.135,0.223,0.601,20.1,5.6,2,1.0,3,0.0,0,2,5,market_street,0.277,0.63,0.917,0.481,100.0
3.9,1.37,1.8,1.2,9.7,3,10.5,0.0,0.0,0.294,0.317,0.167,0.221,0.706,14.1,1.3,0,0.2,1,0.5,1,3,5,market_street,0.138,0.605,0.939,0.52,56.83
12.1,3.97,6.1,3.5,12.8,3,10.5,0.0,0.0,0.324,0.348,0.086,0.242,0.676,30.0,4.1,2,1.0,2,0.0,0,2,5,market_street,0.0,0.627,0.977,0.437,77.26
2.7,0.85,0.6,0.8,15.4,3,10.5,0.0,0.0,0.294,0.416,0.112,0.178,0.706,27.8,1.1,0,0.0,0,0.0,0,4,5,market_street,0.163,0.623,0.993,0.431,38.09
15.8,15.69,2.6,2.8,8.8,1,3.5,0.0,0.0,0.328,0.427,0.066,0.179,0.672,19.0,6.7,0,0.2,1,0.0,0,1,5,market_street,0.142,0.647,0.903,0.416,81.45
10.3,5.12,4.7,2.2,6.9,2,7.0,0.0,0.0,0.391,0.32,0.142,0.147,0.609,20.9,3.3,2,1.0,3,0.0,0,2,5,market_street,0.032,0.548,0.986,0.414,78.78
16.9,16.39,12.9,5.9,7.1,1,3.5,0.0,0.0,0.422,0.34,0.091,0.148,0.578,34.4,5.6,0,1.0,2,0.5,1,4,5,market_street,0.089,0.607,1.0,0.475,100.0
19.5,19.94,3.8,5.3,17.0,1,3.5,0.0,0.0,0.35,0.374,0.083,0.193,0.65,45.7,7.5,0,0.2,1,0.0,0,1,5,market_street,0.124,0.599,0.941,0.516,100.0
42.8,21.57,22.2,16.6,3.0,2,7.0,0.0,0.0,0.359,0.389,0.07,0.181,0.641,37.7,16.8,0,1.0,3,0.5,1,1,5,market_street,0.225,0.609,0.889,0.511,100.0
10.8,3.53,5.2,3.5,12.4,3,10.5,0.0,0.0,0.441,0.33,0.067,0.162,0.559,11.9,3.5,0,1.0,2,0.0,0,2,5,market_street,0.117,0.558,0.888,0.452,61.55
21.0,9.97,14.6,10.3,7.3,2,7.0,0.0,0.0,0.35,0.335,0.099,0.215,0.65,24.9,6.7,0,1.0,2,1.0,2,1,5,market_street,0.0,0.737,0.93,0.542,100.0
1.1,0.57,0.5,0.6,7.2,2,7.0,0.0,0.0,0.391,0.377,0.086,0.146,0.609,25.3,0.4,0,0.0,0,1.0,2,1,5,market_street,0.072,0.572,0.886,0.477,73.68
20.9,22.15,4.6,4.5,6.2,1,3.5,0.0,0.0,0.38,0.377,0.053,0.19,0.62,22.7,8.3,1,1.0,2,0.0,0,2,5,market_street,0.134,0.655,0.877,0.577,100.0
37.2,36.42,18.9,4.5,6.1,1,3.5,0.0,0.0,0.403,0.243,0.124,0.23,0.597,30.4,8.8,2,1.0,3,0.5,1,4,5,market_street,0.173,0.567,0.962,0.421,100.0
16.9,8.35,7.5,3.8,4.9,2,7.0,0.0,0.0,0.414,0.279,0.168,0.14,0.586,56.1,4.7,1,1.0,3,0.5,1,0,5,market_street,0.167,0.685,0.969,0.557,100.0
17.6,18.35,11.4,4.2,4.4,1,3.5,0.0,0.0,0.335,0.364,0.122,0.18,0.665,34.0,6.7,0,1.0,3,0.0,0,3,5,market_street,0.224,0.548,0.881,0.496,100.0
48.1,24.03,31.6,15.2,7.6,2,7.0,0.0,0.0,0.486,0.267,0.124,0.122,0.514,71.9,12.8,0,1.0,3,0.0,0,0,5,market_street,0.078,0.619,0.968,0.561,100.0
1.9,0.98,0.4,0.3,15.0,2,7.0,0.0,0.0,0.356,0.235,0.123,0.287,0.644,42.6,0.5,2,0.0,0,0.0,0,1,5,market_street,0.0,0.607,0.942,0.632,56.05
2.8,2.73,0.7,0.9,10.4,1,3.5,0.0,0.0,0.332,0.402,0.147,0.12,0.668,22.9,1.1,2,0.0,0,0.5,1,3,5,market_street,0.114,0.59,0.886,0.601,69.04
12.6,6.27,5.4,2.2,15.9,2,7.0,0.0,0.0,0.347,0.359,0.13,0.165,0.653,28.9,4.5,1,0.2,1,0.5,1,4,5,market_street,0.1,0.571,1.0,0.494,99.46
45.8,46.64,12.9,9.4,15.0,1,3.5,0.0,0.0,0.287,0.355,0.157,0.202,0.713,59.4,16.5,2,1.0,2,0.0,0,0,5,market_street,0.16,0.623,0.964,0.458,100.0
6.4,2.12,1.7,1.9,10.0,3,10.5,0.0,0.0,0.361,0.328,0.08,0.231,0.639,25.6,2.1,2,0.2,1,0.0,0,2,5,market_street,0.11,0.612,0.929,0.469,53.26
14.7,15.25,3.2,5.3,7.4,1,3.5,0.0,0.0,0.401,0.281,0.092,0.226,0.599,13.9,4.3,1,0.2,1,0.0,0,2,5,market_street,0.034,0.574,0.956,0.528,88.25
48.0,24.72,40.8,9.2,7.2,2,7.0,0.0,0.0,0.452,0.264,0.088,0.196,0.548,52.0,13.1,0,1.0,2,0.5,1,0,5,market_street,0.166,0.625,0.95,0.562,100.0
6.0,2.03,1.0,1.0,18.6,3,10.5,0.0,0.0,0.431,0.283,0.067,0.219,0.569,12.1,1.7,0,0.2,1,0.0,0,3,5,market_street,0.264,0.531,0.998,0.542,38.7
21.8,21.81,2.9,4.7,20.1,1,3.5,0.0,0.0,0.396,0.322,0.077,0.205,0.604,35.7,7.0,0,0.2,1,0.0,0,3,5,market_street,0.232,0.602,1.0,0.394,100.0
17.5,5.62,8.3,5.9,12.2,3,10.5,0.0,0.0,0.319,0.352,0.147,0.182,0.681,31.3,5.9,2,1.0,2,0.0,0,4,5,market_street,0.029,0.567,0.914,0.45,93.89
11.0,3.72,8.9,1.9,6.1,3,10.5,0.0,0.0,0.356,0.396,0.079,0.17,0.644,30.0,4.4,0,1.0,3,0.0,0,2,5,market_street,0.106,0.583,0.985,0.464,73.88
24.6,8.28,11.9,6.3,5.2,3,10.5,0.0,0.0,0.378,0.399,0.12,0.103,0.622,43.0,9.9,0,1.0,2,1.0,2,1,5,market_street,0.166,0.624,0.952,0.385,100.0
38.8,20.01,18.4,6.5,5.4,2,7.0,0.0,0.0,0.309,0.374,0.143,0.175,0.691,34.4,15.0,0,1.0,2,0.5,1,4,5,market_street,0.159,0.531,0.936,0.529,100.0
2.3,2.35,0.8,1.0,11.1,1,3.5,0.0,0.0,0.463,0.225,0.129,0.183,0.537,25.6,0.5,1,0.0,0,0.5,1,4,5,market_street,0.028,0.553,0.939,0.55,67.93
14.0,4.47,4.5,2.4,18.4,3,10.5,0.0,0.0,0.448,0.249,0.116,0.188,0.552,29.2,3.3,0,0.2,1,0.0,0,2,5,market_street,0.132,0.518,0.938,0.569,60.13
62.3,29.98,43.3,13.0,5.4,2,7.0,0.0,0.0,0.366,0.369,0.109,0.157,0.634,18.8,22.1,2,1.0,3,0.0,0,4,5,market_street,0.031,0.649,1.0,0.432,100.0
19.1,9.34,10.0,5.7,8.3,2,7.0,0.0,0.0,0.399,0.357,0.101,0.143,0.601,17.1,6.7,0,1.0,2,0.0,0,4,5,market_street,0.158,0.499,0.923,0.447,97.29
12.8,6.43,5.5,2.2,13.7,2,7.0,0.0,0.0,0.473,0.248,0.142,0.137,0.527,15.8,3.2,2,1.0,2,0.0,0,4,5,market_street,0.0,0.62,0.917,0.504,80.33
6.4,2.06,0.8,1.1,22.2,3,10.5,0.0,0.0,0.402,0.322,0.091,0.184,0.598,36.9,2.0,1,0.2,1,0.0,0,4,5,market_street,0.148,0.631,0.987,0.502,44.97
19.3,6.62,8.8,6.8,3.0,3,10.5,0.0,0.0,0.433,0.26,0.079,0.227,0.567,33.1,5.2,1,1.0,3,0.5,1,4,5,market_street,0.041,0.557,0.939,0.469,100.0
33.6,16.51,20.6,4.1,13.3,2,7.0,0.0,0.0,0.321,0.383,0.142,0.154,0.679,32.3,12.6,1,1.0,2,0.0,0,0,5,market_street,0.171,0.62,0.922,0.584,100.0
2.7,1.4,0.5,0.6,7.9,2,7.0,0.0,0.0,0.359,0.381,0.089,0.17,0.641,39.6,1.1,2,0.0,0,0.0,0,1,5,market_street,0.222,0.608,0.974,0.512,56.72
26.8,26.24,12.9,7.2,9.9,1,3.5,0.0,0.0,0.357,0.26,0.099,0.284,0.643,28.8,6.8,2,1.0,2,0.0,0,3,5,market_street,0.045,0.55,1.0,0.559,100.0
16.3,5.32,5.8,4.0,9.9,3,10.5,0.0,0.0,0.418,0.33,0.079,0.173,0.582,23.7,5.3,1,0.2,1,0.5,1,3,5,market_street,0.003,0.633,0.927,0.506,98.22
10.5,10.66,1.7,3.2,11.7,1,3.5,0.0,0.0,0.344,0.37,0.138,0.149,0.656,14.9,3.9,1,0.2,1,0.0,0,2,5,market_street,0.0,0.674,0.869,0.406,71.39
14.6,7.5,2.8,2.7,13.4,2,7.0,0.0,0.0,0.368,0.366,0.065,0.201,0.632,26.1,5.5,2,0.2,1,0.0,0,1,5,market_street,0.128,0.622,1.0,0.449,75.25
55.6,18.18,45.3,18.2,3.0,3,10.5,0.0,0.0,0.278,0.371,0.127,0.224,0.722,18.5,20.2,0,1.0,3,0.5,1,4,5,market_street,0.115,0.631,0.906,0.417,100.0
10.9,3.69,3.5,1.6,11.2,3,10.5,0.0,0.0,0.462,0.302,0.091,0.144,0.538,23.4,3.3,0,0.2,1,0.5,1,1,5,market_street,0.068,0.57,1.0,0.538,74.05
15.8,16.21,11.2,1.6,7.9,1,3.5,0.0,0.0,0.385,0.319,0.079,0.216,0.615,19.3,5.2,2,1.0,3,0.0,0,2,5,market_street,0.015,0.615,0.947,0.521,100.0
3.7,1.21,0.7,1.1,20.6,3,10.5,0.0,0.0,0.451,0.345,0.067,0.137,0.549,26.3,1.3,1,0.0,0,0.0,0,3,5,market_street,0.008,0.506,1.0,0.471,42.19
13.6,4.42,11.2,3.9,5.8,3,10.5,0.0,0.0,0.365,0.44,0.073,0.122,0.635,39.4,5.8,1,1.0,3,0.5,1,1,5,market_street,0.095,0.577,0.977,0.436,100.0
51.3,49.96,14.8,9.4,6.3,1,3.5,0.0,0.0,0.489,0.227,0.079,0.204,0.511,36.6,11.4,1,1.0,3,0.0,0,4,5,market_street,0.118,0.672,0.956,0.499,100.0
22.5,10.95,10.1,5.2,8.8,2,7.0,0.0,0.0,0.392,0.343,0.06,0.204,0.608,31.7,7.5,2,1.0,2,0.0,0,2,5,market_street,0.231,0.651,1.0,0.388,100.0
24.9,8.44,4.7,7.3,8.4,3,10.5,0.0,0.0,0.367,0.277,0.134,0.222,0.633,36.1,7.0,1,0.2,1,0.5,1,4,5,market_street,0.058,0.578,0.896,0.492,100.0
23.4,23.49,13.9,6.3,11.7,1,3.5,0.0,0.0,0.388,0.251,0.107,0.254,0.612,30.2,5.9,0,1.0,2,0.0,0,2,5,market_street,0.06,0.65,0.919,0.561,100.0
37.3,18.56,21.8,4.4,4.4,2,7.0,0.0,0.0,0.296,0.338,0.135,0.231,0.704,32.5,12.5,2,1.0,2,0.0,0,4,5,market_street,0.038,0.625,0.888,0.415,100.0
6.3,1.98,3.4,2.8,9.3,3,10.5,0.0,0.0,0.365,0.35,0.084,0.201,0.635,22.8,2.1,1,0.2,1,1.0,2,3,5,market_street,0.244,0.547,0.992,0.474,88.79
10.7,5.62,2.7,1.4,7.4,2,7.0,0.0,0.0,0.394,0.303,0.077,0.226,0.606,34.8,3.4,2,0.2,1,0.0,0,2,5,market_street,0.312,0.579,0.908,0.558,71.09
19.0,18.68,9.7,5.1,4.0,1,3.5,0.0,0.0,0.4,0.217,0.142,0.241,0.6,20.5,4.0,2,1.0,2,0.0,0,3,5,market_street,0.293,0.62,0.991,0.517,100.0
37.3,18.95,31.5,8.4,11.0,2,7.0,0.0,0.0,0.45,0.276,0.105,0.168,0.55,37.5,10.5,1,1.0,2,0.5,1,0,5,market_street,0.277,0.552,1.0,0.479,100.0
5.1,5.01,1.2,1.4,6.9,1,3.5,0.0,0.0,0.36,0.309,0.15,0.181,0.64,13.5,1.5,0,0.0,0,0.0,0,4,5,market_street,0.103,0.674,0.85,0.49,52.97
33.1,16.6,19.6,3.5,6.0,2,7.0,0.0,0.0,0.432,0.296,0.094,0.179,0.568,23.2,9.8,1,1.0,2,0.0,0,3,5,market_street,0.056,0.473,1.0,0.485,100.0
35.4,17.97,11.8,12.5,8.1,2,7.0,0.0,0.0,0.326,0.379,0.142,0.153,0.674,14.8,13.6,2,1.0,3,0.0,0,4,5,market_street,0.108,0.571,0.937,0.616,100.0
31.9,10.58,11.2,6.2,4.7,3,10.5,0.0,0.0,0.31,0.388,0.086,0.215,0.69,42.9,12.3,0,1.0,2,0.0,0,4,5,market_street,0.042,0.605,0.952,0.377,100.0
7.0,6.42,3.8,1.9,5.5,1,3.5,0.0,0.0,0.364,0.379,0.066,0.19,0.636,14.0,2.4,2,1.0,2,1.0,2,2,5,market_street,0.131,0.538,0.955,0.516,100.0
3.4,1.67,0.6,1.3,20.1,2,7.0,0.0,0.0,0.423,0.323,0.074,0.179,0.577,29.9,1.1,0,0.0,0,0.5,1,0,5,market_street,0.243,0.637,0.913,0.518,60.15
24.7,12.56,4.6,5.6,18.8,2,7.0,0.0,0.0,0.272,0.324,0.14,0.264,0.728,23.5,8.1,1,0.2,1,0.0,0,4,5,market_street,0.111,0.592,1.0,0.512,93.71
20.8,10.39,8.9,3.2,3.1,2,7.0,0.0,0.0,0.424,0.258,0.144,0.174,0.576,33.2,5.4,2,1.0,3,0.0,0,1,5,market_street,0.127,0.611,0.829,0.473,100.0
9.5,3.0,2.7,1.2,13.6,3,10.5,0.0,0.0,0.39,0.382,0.06,0.168,0.61,15.4,3.4,1,0.2,1,0.0,0,4,5,market_street,0.168,0.613,0.816,0.406,51.6
18.8,6.34,6.4,5.4,8.2,3,10.5,0.0,0.0,0.294,0.356,0.155,0.195,0.706,26.2,6.8,0,0.2,1,0.0,0,3,5,market_street,0.113,0.643,1.0,0.45,81.16
10.1,5.12,3.3,1.1,8.8,2,7.0,0.0,0.0,0.397,0.323,0.121,0.159,0.603,33.4,3.3,1,0.2,1,0.0,0,1,5,market_street,0.115,0.596,0.927,0.418,68.93
29.5,9.96,24.6,16.4,3.1,3,10.5,0.0,0.0,0.298,0.441,0.128,0.133,0.702,29.0,13.2,2,1.0,3,1.0,2,3,5,market_street,0.072,0.594,0.916,0.532,100.0
9.3,4.53,1.8,3.0,8.4,2,7.0,0.0,0.0,0.327,0.335,0.077,0.261,0.673,50.1,3.0,1,0.0,0,0.0,0,0,5,market_street,0.23,0.615,0.932,0.534,73.47
34.8,10.93,5.3,7.3,16.2,3,10.5,0.0,0.0,0.34,0.38,0.087,0.192,0.66,47.2,12.5,2,0.2,1,0.0,0,0,5,market_street,0.139,0.65,0.995,0.467,100.0
14.6,15.32,7.3,2.8,3.7,1,3.5,0.0,0.0,0.42,0.313,0.138,0.129,0.58,15.3,4.8,0,1.0,2,0.0,0,2,5,market_street,0.129,0.653,0.986,0.59,94.22
29.6,9.87,10.5,3.2,5.1,3,10.5,0.0,0.0,0.409,0.366,0.09,0.135,0.591,46.4,10.8,1,1.0,2,0.0,0,1,5,market_street,0.133,0.586,0.947,0.456,100.0
12.4,4.59,9.4,5.1,4.1,3,10.5,0.0,0.0,0.381,0.344,0.103,0.172,0.619,25.1,4.7,2,1.0,2,0.5,1,2,5,market_street,0.145,0.564,0.997,0.498,100.0
10.6,10.16,9.2,1.9,2.9,1,3.5,0.0,0.0,0.318,0.399,0.104,0.179,0.682,18.0,4.1,0,1.0,3,1.0,2,2,5,market_street,0.035,0.642,0.959,0.514,100.0
13.5,13.25,8.3,4.0,4.0,1,3.5,0.0,0.0,0.471,0.251,0.073,0.205,0.529,24.4,3.3,1,1.0,2,1.0,2,3,5,market_street,0.015,0.615,0.871,0.544,100.0
50.7,16.75,27.6,16.1,9.8,3,10.5,0.0,0.0,0.427,0.279,0.1,0.193,0.573,35.6,14.0,2,1.0,2,0.0,0,4,5,market_street,0.019,0.618,0.922,0.473,100.0
17.5,8.42,4.5,3.7,13.3,2,7.0,0.0,0.0,0.41,0.323,0.088,0.179,0.59,30.7,5.4,2,0.2,1,0.0,0,2,5,market_street,0.106,0.666,0.962,0.528,85.23
14.8,14.59,3.3,5.0,7.0,1,3.5,0.0,0.0,0.375,0.399,0.087,0.139,0.625,15.5,5.8,1,0.2,1,0.0,0,2,5,market_street,0.11,0.576,0.899,0.544,87.49
10.3,10.18,3.4,3.6,3.8,1,3.5,0.0,0.0,0.462,0.26,0.083,0.195,0.538,33.4,2.6,2,1.0,2,0.0,0,1,5,market_street,0.236,0.562,0.949,0.578,89.06
27.4,8.79,14.6,6.5,4.5,3,10.5,0.0,0.0,0.449,0.213,0.126,0.212,0.551,29.3,5.6,0,1.0,3,0.5,1,2,5,market_street,0.063,0.534,0.887,0.563,100.0
14.1,7.2,6.4,3.4,13.8,2,7.0,0.0,0.0,0.347,0.414,0.107,0.133,0.653,19.0,6.0,0,0.2,1,0.5,1,4,5,market_street,0.007,0.562,1.0,0.531,100.0
10.3,10.07,12.1,1.8,2.7,1,3.5,0.0,0.0,0.504,0.259,0.081,0.156,0.496,40.0,2.6,1,1.0,3,1.0,2,4,5,market_street,0.185,0.573,1.0,0.602,100.0
13.9,4.77,4.7,4.7,14.9,3,10.5,0.0,0.0,0.407,0.278,0.113,0.202,0.593,33.8,4.0,2,0.2,1,0.5,1,1,5,market_street,0.111,0.572,0.889,0.439,98.24
